row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin,88751,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_rise,88272,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,d_sqrt,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,ou,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,f_margin,73302,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain1,nll_rise,73245,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,d_sqrt,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,ou,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,f_margin,89669,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain2,nll_rise,98457,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,d_sqrt,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,ou,100000,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,f_margin,87354,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain3,nll_rise,87444,,,,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,d_sqrt,,100000.0,0.0,4,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,ou,,100000.0,0.0,4,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,f_margin,,84769.0,7703.692577805356,4,
summary,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,nll_rise,,86854.5,10363.289583911086,4,
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_f_margin_f_nll,,,,4,4.488470799248064
rhat,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,,rhat_aligned_nll_rise_f_nll,,,,4,6.577565457596759
