row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt_ge_0p05,10276,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt_ge_0p1,21165,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,d_sqrt_ge_0p15,32696,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou_ge_0p03,11287,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou_ge_0p06,23316,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,ou_ge_0p09,36117,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_ge_init_plus_0p25,4079,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_ge_init_plus_0p5,7278,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_le_init_minus_0p5,2253,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,f_margin_le_init_minus_1,4127,,,,
chain,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1,w1_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI1_chain0,nll_abs_ge_1p45,88222,,,,
