row_kind,group,chain_run,criterion,tau_escape,tau_mean,tau_std,n_chains,rhat_aligned
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,d_sqrt,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,ou,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,f_margin,73390,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain0,nll_rise,33661,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,d_sqrt,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,ou,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,f_margin,94633,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain1,nll_rise,33153,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,d_sqrt,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,ou,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,f_margin,84867,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain2,nll_rise,32229,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,d_sqrt,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,ou,100000,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,f_margin,62519,,,,
chain,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475_chain3,nll_rise,42011,,,,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,,d_sqrt,,100000.0,0.0,4,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,,ou,,100000.0,0.0,4,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,,f_margin,,78852.25,13926.24044445114,4,
summary,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,,nll_rise,,35263.5,4537.222461668225,4,
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_f_margin_f_nll,,,,4,2.7756605280163433
rhat,w2_n512_h5e-06_T100000_a0.3_b1p0_g3p0_ul_initI2_step2475,,rhat_aligned_nll_rise_f_nll,,,,4,1.7991717599457946
